Product Name,Price (USD),Category,Rating,Number of Reviews,Price (INR)
Lenovo V510 Bl...,498.23,laptops,3,5,41353.090000000004
HP 250 G3,520.99,laptops,2,13,43242.17
Acer Spin 5,564.98,laptops,2,0,46893.340000000004
HP 350 G1,577.99,laptops,2,10,47973.17
Aspire E1-572G,581.99,laptops,1,2,48305.17
Pavilion,609.99,laptops,1,4,50629.17
Acer Aspire A5...,679.0,laptops,2,9,56357.0
Dell Inspiron...,679.0,laptops,2,7,56357.0
Asus VivoBook...,729.0,laptops,1,2,60507.0
ProBook,739.99,laptops,4,8,61419.17
Inspiron 15,745.99,laptops,3,12,61917.17
Asus ROG STRIX...,799.0,laptops,2,7,66317.0
Acer Nitro 5 A...,809.0,laptops,1,0,67147.0
Asus ROG STRIX...,899.0,laptops,1,7,74617.0
Lenovo ThinkPa...,999.0,laptops,3,11,82917.0
ThinkPad Yoga,1033.99,laptops,2,13,85821.17
Lenovo ThinkPa...,1096.02,laptops,4,14,90969.66
Dell Inspiron...,1098.42,laptops,1,7,91168.86
MSI GL72M 7RDX,1099.0,laptops,4,1,91217.0
MSI GL72M 7RDX,1099.0,laptops,1,9,91217.0
Asus ROG Strix...,1101.83,laptops,2,4,91451.89
Dell Latitude...,1102.66,laptops,1,8,91520.78000000001
Dell Latitude...,1110.14,laptops,3,4,92141.62000000001
Lenovo Legion...,1112.91,laptops,4,1,92371.53000000001
Toshiba Porteg...,1114.55,laptops,1,0,92507.65
Acer Predator...,1123.87,laptops,2,1,93281.20999999999
Acer Aspire 7...,1123.87,laptops,2,4,93281.20999999999
Dell Inspiron...,1124.2,laptops,3,10,93308.6
Dell Latitude...,1133.82,laptops,4,14,94107.06
Lenovo Legion...,1133.91,laptops,1,13,94114.53000000001
Asus AsusPro A...,1139.54,laptops,3,7,94581.81999999999
Acer Nitro 5 A...,1140.62,laptops,3,14,94671.45999999999
Dell Latitude...,1143.4,laptops,4,5,94902.20000000001
Dell Inspiron...,1144.2,laptops,1,2,94968.6
Dell Latitude...,1144.4,laptops,3,10,94985.20000000001
Lenovo Legion...,1149.0,laptops,3,11,95367.0
MSI GP62M 7RDX...,1149.0,laptops,1,11,95367.0
Lenovo Yoga 72...,1149.73,laptops,2,12,95427.59
Toshiba Porteg...,1154.04,laptops,1,7,95785.31999999999
Acer TravelMat...,1170.1,laptops,1,0,97118.29999999999
Dell Latitude...,1178.19,laptops,3,6,97789.77
ThinkPad T540p,1178.99,laptops,1,2,97856.17
MSI GS63 7RD S...,1179.0,laptops,1,2,97857.0
Dell Latitude...,1187.88,laptops,3,5,98594.04000000001
Acer Predator...,1187.98,laptops,3,14,98602.34
MSI GL62M 7REX,1199.0,laptops,1,7,99517.0
MSI GL62M 7REX...,1199.0,laptops,2,12,99517.0
Lenovo Yoga 91...,1199.73,laptops,3,7,99577.59
Toshiba Porteg...,1203.41,laptops,4,13,99883.03000000001
Lenovo IdeaPad...,1212.16,laptops,4,0,100609.28000000001
Acer Predator...,1221.58,laptops,1,9,101391.14
ThinkPad Yoga,1223.99,laptops,3,2,101591.17
Asus VivoBook...,1235.49,laptops,2,10,102545.67
Dell Latitude...,1238.37,laptops,2,0,102784.70999999999
Asus ZenBook U...,1239.2,laptops,1,14,102853.6
ThinkPad X230,1244.99,laptops,3,10,103334.17
Asus ROG Strix...,1259.0,laptops,4,7,104497.0
Apple MacBook...,1260.13,laptops,4,8,104590.79000000001
Dell Latitude...,1271.06,laptops,1,13,105497.98
Hewlett Packar...,1273.11,laptops,3,8,105668.12999999999
Dell XPS 13,1281.99,laptops,3,4,106405.17
Toshiba Porteg...,1294.74,laptops,1,6,107463.42
MSI GL62VR 7RF...,1299.0,laptops,3,1,107817.0
Dell Latitude...,1310.39,laptops,3,8,108762.37000000001
ThinkPad X240,1311.99,laptops,3,12,108895.17
Hewlett Packar...,1326.83,laptops,1,2,110126.89
Apple MacBook...,1333.0,laptops,1,0,110639.0
Dell Latitude...,1337.28,laptops,1,6,110994.23999999999
Dell Latitude...,1338.37,laptops,2,11,111084.70999999999
Dell Latitude...,1341.22,laptops,3,3,111321.26000000001
Apple MacBook...,1347.78,laptops,2,11,111865.73999999999
Lenovo ThinkPa...,1349.23,laptops,1,5,111986.09
Lenovo ThinkPa...,1362.24,laptops,2,12,113065.92
Toshiba Porteg...,1366.32,laptops,1,11,113404.56
Asus ASUSPRO B...,1381.13,laptops,1,4,114633.79000000001
Lenovo Legion...,1399.0,laptops,3,8,116117.0
Asus ROG Strix...,1399.0,laptops,3,10,116117.0
Asus ROG Strix...,1769.0,laptops,4,7,146827.0
Asus ROG Strix...,1769.0,laptops,1,8,146827.0
Asus ROG Strix...,1799.0,laptops,3,8,149317.0
Asus VivoBook...,295.99,laptops,3,14,24567.170000000002
Prestigio Smar...,299.0,laptops,2,8,24817.0
Prestigio Smar...,299.0,laptops,4,12,24817.0
Aspire E1-510,306.99,laptops,3,2,25480.170000000002
Lenovo V110-15...,321.94,laptops,3,5,26721.02
Lenovo V110-15...,356.49,laptops,2,6,29588.670000000002
Hewlett Packar...,364.46,laptops,1,12,30250.179999999997
Acer Aspire 3...,372.7,laptops,2,2,30934.1
Acer Aspire A3...,379.94,laptops,2,0,31535.02
Acer Aspire ES...,379.95,laptops,4,9,31535.85
Acer Aspire 3...,391.48,laptops,4,10,32492.84
Acer Aspire 3...,393.88,laptops,3,9,32692.04
Asus VivoBook...,399.0,laptops,1,4,33117.0
Asus VivoBook...,399.99,laptops,4,3,33199.17
Lenovo ThinkPa...,404.23,laptops,1,12,33551.090000000004
Acer Aspire 3...,408.98,laptops,4,10,33945.340000000004
Lenovo V110-15...,409.63,laptops,3,9,33999.29
Acer Aspire ES...,410.46,laptops,4,14,34068.18
Asus VivoBook...,410.66,laptops,4,4,34084.78
Packard 255 G2,416.99,laptops,2,2,34610.17
Asus EeeBook R...,433.3,laptops,1,1,35963.9
Acer Aspire 3...,436.29,laptops,1,1,36212.07
Acer Aspire ES...,436.29,laptops,1,2,36212.07
Acer Extensa 1...,439.73,laptops,4,6,36497.590000000004
Acer Aspire ES...,454.62,laptops,1,9,37733.46
Lenovo V110-15...,454.73,laptops,2,2,37742.590000000004
Acer Aspire A3...,457.38,laptops,3,9,37962.54
Lenovo V110-15...,465.95,laptops,1,7,38673.85
Asus VivoBook...,468.56,laptops,3,1,38890.48
Acer Aspire ES...,469.1,laptops,3,5,38935.3
Lenovo V510 Bl...,484.23,laptops,3,8,40191.090000000004
Acer Aspire ES...,485.9,laptops,3,6,40329.7
Lenovo V510 Bl...,487.8,laptops,2,9,40487.4
Acer Swift 1 S...,488.64,laptops,3,4,40557.119999999995
Dell Vostro 15,488.78,laptops,4,14,40568.74
Acer Aspire 3...,494.71,laptops,4,2,41060.93
Dell Vostro 15...,497.17,laptops,1,9,41265.11
Lenovo V510 Bl...,498.23,laptops,3,5,41353.090000000004
HP 250 G3,520.99,laptops,2,13,43242.17
Acer Spin 5,564.98,laptops,2,0,46893.340000000004
HP 350 G1,577.99,laptops,2,10,47973.17
Aspire E1-572G,581.99,laptops,1,2,48305.17
Pavilion,609.99,laptops,1,4,50629.17
Acer Aspire A5...,679.0,laptops,2,9,56357.0
Dell Inspiron...,679.0,laptops,2,7,56357.0
Asus VivoBook...,729.0,laptops,1,2,60507.0
ProBook,739.99,laptops,4,8,61419.17
Inspiron 15,745.99,laptops,3,12,61917.17
Asus ROG STRIX...,799.0,laptops,2,7,66317.0
Acer Nitro 5 A...,809.0,laptops,1,0,67147.0
Asus ROG STRIX...,899.0,laptops,1,7,74617.0
Lenovo ThinkPa...,999.0,laptops,3,11,82917.0
ThinkPad Yoga,1033.99,laptops,2,13,85821.17
Lenovo ThinkPa...,1096.02,laptops,4,14,90969.66
Dell Inspiron...,1098.42,laptops,1,7,91168.86
MSI GL72M 7RDX,1099.0,laptops,4,1,91217.0
MSI GL72M 7RDX,1099.0,laptops,1,9,91217.0
Asus ROG Strix...,1101.83,laptops,2,4,91451.89
Dell Latitude...,1102.66,laptops,1,8,91520.78000000001
Dell Latitude...,1110.14,laptops,3,4,92141.62000000001
Lenovo Legion...,1112.91,laptops,4,1,92371.53000000001
Toshiba Porteg...,1114.55,laptops,1,0,92507.65
Acer Predator...,1123.87,laptops,2,1,93281.20999999999
Acer Aspire 7...,1123.87,laptops,2,4,93281.20999999999
Dell Inspiron...,1124.2,laptops,3,10,93308.6
Dell Latitude...,1133.82,laptops,4,14,94107.06
Lenovo Legion...,1133.91,laptops,1,13,94114.53000000001
Asus AsusPro A...,1139.54,laptops,3,7,94581.81999999999
Acer Nitro 5 A...,1140.62,laptops,3,14,94671.45999999999
Dell Latitude...,1143.4,laptops,4,5,94902.20000000001
Dell Inspiron...,1144.2,laptops,1,2,94968.6
Dell Latitude...,1144.4,laptops,3,10,94985.20000000001
Lenovo Legion...,1149.0,laptops,3,11,95367.0
MSI GP62M 7RDX...,1149.0,laptops,1,11,95367.0
Lenovo Yoga 72...,1149.73,laptops,2,12,95427.59
Toshiba Porteg...,1154.04,laptops,1,7,95785.31999999999
Acer TravelMat...,1170.1,laptops,1,0,97118.29999999999
Dell Latitude...,1178.19,laptops,3,6,97789.77
ThinkPad T540p,1178.99,laptops,1,2,97856.17
MSI GS63 7RD S...,1179.0,laptops,1,2,97857.0
Dell Latitude...,1187.88,laptops,3,5,98594.04000000001
Acer Predator...,1187.98,laptops,3,14,98602.34
MSI GL62M 7REX,1199.0,laptops,1,7,99517.0
MSI GL62M 7REX...,1199.0,laptops,2,12,99517.0
Lenovo Yoga 91...,1199.73,laptops,3,7,99577.59
Toshiba Porteg...,1203.41,laptops,4,13,99883.03000000001
Lenovo IdeaPad...,1212.16,laptops,4,0,100609.28000000001
Acer Predator...,1221.58,laptops,1,9,101391.14
ThinkPad Yoga,1223.99,laptops,3,2,101591.17
Asus VivoBook...,1235.49,laptops,2,10,102545.67
Dell Latitude...,1238.37,laptops,2,0,102784.70999999999
Asus ZenBook U...,1239.2,laptops,1,14,102853.6
ThinkPad X230,1244.99,laptops,3,10,103334.17
Asus ROG Strix...,1259.0,laptops,4,7,104497.0
Apple MacBook...,1260.13,laptops,4,8,104590.79000000001
Dell Latitude...,1271.06,laptops,1,13,105497.98
Hewlett Packar...,1273.11,laptops,3,8,105668.12999999999
Dell XPS 13,1281.99,laptops,3,4,106405.17
Toshiba Porteg...,1294.74,laptops,1,6,107463.42
MSI GL62VR 7RF...,1299.0,laptops,3,1,107817.0
Dell Latitude...,1310.39,laptops,3,8,108762.37000000001
ThinkPad X240,1311.99,laptops,3,12,108895.17
Hewlett Packar...,1326.83,laptops,1,2,110126.89
Apple MacBook...,1333.0,laptops,1,0,110639.0
Dell Latitude...,1337.28,laptops,1,6,110994.23999999999
Dell Latitude...,1338.37,laptops,2,11,111084.70999999999
Dell Latitude...,1341.22,laptops,3,3,111321.26000000001
Apple MacBook...,1347.78,laptops,2,11,111865.73999999999
Lenovo ThinkPa...,1349.23,laptops,1,5,111986.09
Lenovo ThinkPa...,1362.24,laptops,2,12,113065.92
Toshiba Porteg...,1366.32,laptops,1,11,113404.56
Asus ASUSPRO B...,1381.13,laptops,1,4,114633.79000000001
Lenovo Legion...,1399.0,laptops,3,8,116117.0
Asus ROG Strix...,1399.0,laptops,3,10,116117.0
Asus ROG Strix...,1769.0,laptops,4,7,146827.0
Asus ROG Strix...,1769.0,laptops,1,8,146827.0
Asus ROG Strix...,1799.0,laptops,3,8,149317.0
Asus VivoBook...,295.99,laptops,3,14,24567.170000000002
Prestigio Smar...,299.0,laptops,2,8,24817.0
Prestigio Smar...,299.0,laptops,4,12,24817.0
Aspire E1-510,306.99,laptops,3,2,25480.170000000002
Lenovo V110-15...,321.94,laptops,3,5,26721.02
Lenovo V110-15...,356.49,laptops,2,6,29588.670000000002
Hewlett Packar...,364.46,laptops,1,12,30250.179999999997
Acer Aspire 3...,372.7,laptops,2,2,30934.1
Acer Aspire A3...,379.94,laptops,2,0,31535.02
Acer Aspire ES...,379.95,laptops,4,9,31535.85
Acer Aspire 3...,391.48,laptops,4,10,32492.84
Acer Aspire 3...,393.88,laptops,3,9,32692.04
Asus VivoBook...,399.0,laptops,1,4,33117.0
Asus VivoBook...,399.99,laptops,4,3,33199.17
Lenovo ThinkPa...,404.23,laptops,1,12,33551.090000000004
Acer Aspire 3...,408.98,laptops,4,10,33945.340000000004
Lenovo V110-15...,409.63,laptops,3,9,33999.29
Acer Aspire ES...,410.46,laptops,4,14,34068.18
Asus VivoBook...,410.66,laptops,4,4,34084.78
Packard 255 G2,416.99,laptops,2,2,34610.17
Asus EeeBook R...,433.3,laptops,1,1,35963.9
Acer Aspire 3...,436.29,laptops,1,1,36212.07
Acer Aspire ES...,436.29,laptops,1,2,36212.07
Acer Extensa 1...,439.73,laptops,4,6,36497.590000000004
Acer Aspire ES...,454.62,laptops,1,9,37733.46
Lenovo V110-15...,454.73,laptops,2,2,37742.590000000004
Acer Aspire A3...,457.38,laptops,3,9,37962.54
Lenovo V110-15...,465.95,laptops,1,7,38673.85
Asus VivoBook...,468.56,laptops,3,1,38890.48
Acer Aspire ES...,469.1,laptops,3,5,38935.3
Lenovo V510 Bl...,484.23,laptops,3,8,40191.090000000004
Acer Aspire ES...,485.9,laptops,3,6,40329.7
Lenovo V510 Bl...,487.8,laptops,2,9,40487.4
Acer Swift 1 S...,488.64,laptops,3,4,40557.119999999995
Dell Vostro 15,488.78,laptops,4,14,40568.74
Acer Aspire 3...,494.71,laptops,4,2,41060.93
Dell Vostro 15...,497.17,laptops,1,9,41265.11
Lenovo V510 Bl...,498.23,laptops,3,5,41353.090000000004
HP 250 G3,520.99,laptops,2,13,43242.17
Acer Spin 5,564.98,laptops,2,0,46893.340000000004
HP 350 G1,577.99,laptops,2,10,47973.17
Aspire E1-572G,581.99,laptops,1,2,48305.17
Pavilion,609.99,laptops,1,4,50629.17
Acer Aspire A5...,679.0,laptops,2,9,56357.0
Dell Inspiron...,679.0,laptops,2,7,56357.0
Asus VivoBook...,729.0,laptops,1,2,60507.0
ProBook,739.99,laptops,4,8,61419.17
Inspiron 15,745.99,laptops,3,12,61917.17
Asus ROG STRIX...,799.0,laptops,2,7,66317.0
Acer Nitro 5 A...,809.0,laptops,1,0,67147.0
Asus ROG STRIX...,899.0,laptops,1,7,74617.0
Lenovo ThinkPa...,999.0,laptops,3,11,82917.0
ThinkPad Yoga,1033.99,laptops,2,13,85821.17
Lenovo ThinkPa...,1096.02,laptops,4,14,90969.66
Dell Inspiron...,1098.42,laptops,1,7,91168.86
MSI GL72M 7RDX,1099.0,laptops,4,1,91217.0
MSI GL72M 7RDX,1099.0,laptops,1,9,91217.0
Asus ROG Strix...,1101.83,laptops,2,4,91451.89
Dell Latitude...,1102.66,laptops,1,8,91520.78000000001
Dell Latitude...,1110.14,laptops,3,4,92141.62000000001
Lenovo Legion...,1112.91,laptops,4,1,92371.53000000001
Toshiba Porteg...,1114.55,laptops,1,0,92507.65
Acer Predator...,1123.87,laptops,2,1,93281.20999999999
Acer Aspire 7...,1123.87,laptops,2,4,93281.20999999999
Dell Inspiron...,1124.2,laptops,3,10,93308.6
Dell Latitude...,1133.82,laptops,4,14,94107.06
Lenovo Legion...,1133.91,laptops,1,13,94114.53000000001
Asus AsusPro A...,1139.54,laptops,3,7,94581.81999999999
Acer Nitro 5 A...,1140.62,laptops,3,14,94671.45999999999
Dell Latitude...,1143.4,laptops,4,5,94902.20000000001
Dell Inspiron...,1144.2,laptops,1,2,94968.6
Dell Latitude...,1144.4,laptops,3,10,94985.20000000001
Lenovo Legion...,1149.0,laptops,3,11,95367.0
MSI GP62M 7RDX...,1149.0,laptops,1,11,95367.0
Lenovo Yoga 72...,1149.73,laptops,2,12,95427.59
Toshiba Porteg...,1154.04,laptops,1,7,95785.31999999999
Acer TravelMat...,1170.1,laptops,1,0,97118.29999999999
Dell Latitude...,1178.19,laptops,3,6,97789.77
ThinkPad T540p,1178.99,laptops,1,2,97856.17
MSI GS63 7RD S...,1179.0,laptops,1,2,97857.0
Dell Latitude...,1187.88,laptops,3,5,98594.04000000001
Acer Predator...,1187.98,laptops,3,14,98602.34
MSI GL62M 7REX,1199.0,laptops,1,7,99517.0
MSI GL62M 7REX...,1199.0,laptops,2,12,99517.0
Lenovo Yoga 91...,1199.73,laptops,3,7,99577.59
Toshiba Porteg...,1203.41,laptops,4,13,99883.03000000001
Lenovo IdeaPad...,1212.16,laptops,4,0,100609.28000000001
Acer Predator...,1221.58,laptops,1,9,101391.14
ThinkPad Yoga,1223.99,laptops,3,2,101591.17
Asus VivoBook...,1235.49,laptops,2,10,102545.67
Dell Latitude...,1238.37,laptops,2,0,102784.70999999999
Asus ZenBook U...,1239.2,laptops,1,14,102853.6
ThinkPad X230,1244.99,laptops,3,10,103334.17
Asus ROG Strix...,1259.0,laptops,4,7,104497.0
Apple MacBook...,1260.13,laptops,4,8,104590.79000000001
Dell Latitude...,1271.06,laptops,1,13,105497.98
Hewlett Packar...,1273.11,laptops,3,8,105668.12999999999
Dell XPS 13,1281.99,laptops,3,4,106405.17
Toshiba Porteg...,1294.74,laptops,1,6,107463.42
MSI GL62VR 7RF...,1299.0,laptops,3,1,107817.0
Dell Latitude...,1310.39,laptops,3,8,108762.37000000001
ThinkPad X240,1311.99,laptops,3,12,108895.17
Hewlett Packar...,1326.83,laptops,1,2,110126.89
Apple MacBook...,1333.0,laptops,1,0,110639.0
Dell Latitude...,1337.28,laptops,1,6,110994.23999999999
Dell Latitude...,1338.37,laptops,2,11,111084.70999999999
Dell Latitude...,1341.22,laptops,3,3,111321.26000000001
Apple MacBook...,1347.78,laptops,2,11,111865.73999999999
Lenovo ThinkPa...,1349.23,laptops,1,5,111986.09
Lenovo ThinkPa...,1362.24,laptops,2,12,113065.92
Toshiba Porteg...,1366.32,laptops,1,11,113404.56
Asus ASUSPRO B...,1381.13,laptops,1,4,114633.79000000001
Lenovo Legion...,1399.0,laptops,3,8,116117.0
Asus ROG Strix...,1399.0,laptops,3,10,116117.0
Asus ROG Strix...,1769.0,laptops,4,7,146827.0
Asus ROG Strix...,1769.0,laptops,1,8,146827.0
Asus ROG Strix...,1799.0,laptops,3,8,149317.0
Asus VivoBook...,295.99,laptops,3,14,24567.170000000002
Prestigio Smar...,299.0,laptops,2,8,24817.0
Prestigio Smar...,299.0,laptops,4,12,24817.0
Aspire E1-510,306.99,laptops,3,2,25480.170000000002
Lenovo V110-15...,321.94,laptops,3,5,26721.02
Lenovo V110-15...,356.49,laptops,2,6,29588.670000000002
Hewlett Packar...,364.46,laptops,1,12,30250.179999999997
Acer Aspire 3...,372.7,laptops,2,2,30934.1
Acer Aspire A3...,379.94,laptops,2,0,31535.02
Acer Aspire ES...,379.95,laptops,4,9,31535.85
Acer Aspire 3...,391.48,laptops,4,10,32492.84
Acer Aspire 3...,393.88,laptops,3,9,32692.04
Asus VivoBook...,399.0,laptops,1,4,33117.0
Asus VivoBook...,399.99,laptops,4,3,33199.17
Lenovo ThinkPa...,404.23,laptops,1,12,33551.090000000004
Acer Aspire 3...,408.98,laptops,4,10,33945.340000000004
Lenovo V110-15...,409.63,laptops,3,9,33999.29
Acer Aspire ES...,410.46,laptops,4,14,34068.18
Asus VivoBook...,410.66,laptops,4,4,34084.78
Packard 255 G2,416.99,laptops,2,2,34610.17
Asus EeeBook R...,433.3,laptops,1,1,35963.9
Acer Aspire 3...,436.29,laptops,1,1,36212.07
Acer Aspire ES...,436.29,laptops,1,2,36212.07
Acer Extensa 1...,439.73,laptops,4,6,36497.590000000004
Acer Aspire ES...,454.62,laptops,1,9,37733.46
Lenovo V110-15...,454.73,laptops,2,2,37742.590000000004
Acer Aspire A3...,457.38,laptops,3,9,37962.54
Lenovo V110-15...,465.95,laptops,1,7,38673.85
Asus VivoBook...,468.56,laptops,3,1,38890.48
Acer Aspire ES...,469.1,laptops,3,5,38935.3
Lenovo V510 Bl...,484.23,laptops,3,8,40191.090000000004
Acer Aspire ES...,485.9,laptops,3,6,40329.7
Lenovo V510 Bl...,487.8,laptops,2,9,40487.4
Acer Swift 1 S...,488.64,laptops,3,4,40557.119999999995
Dell Vostro 15,488.78,laptops,4,14,40568.74
Acer Aspire 3...,494.71,laptops,4,2,41060.93
Dell Vostro 15...,497.17,laptops,1,9,41265.11
Lenovo V510 Bl...,498.23,laptops,3,5,41353.090000000004
HP 250 G3,520.99,laptops,2,13,43242.17
Acer Spin 5,564.98,laptops,2,0,46893.340000000004
HP 350 G1,577.99,laptops,2,10,47973.17
Aspire E1-572G,581.99,laptops,1,2,48305.17
Pavilion,609.99,laptops,1,4,50629.17
Acer Aspire A5...,679.0,laptops,2,9,56357.0
Dell Inspiron...,679.0,laptops,2,7,56357.0
Asus VivoBook...,729.0,laptops,1,2,60507.0
ProBook,739.99,laptops,4,8,61419.17
Inspiron 15,745.99,laptops,3,12,61917.17
Asus ROG STRIX...,799.0,laptops,2,7,66317.0
Acer Nitro 5 A...,809.0,laptops,1,0,67147.0
Asus ROG STRIX...,899.0,laptops,1,7,74617.0
Lenovo ThinkPa...,999.0,laptops,3,11,82917.0
ThinkPad Yoga,1033.99,laptops,2,13,85821.17
Lenovo ThinkPa...,1096.02,laptops,4,14,90969.66
Dell Inspiron...,1098.42,laptops,1,7,91168.86
MSI GL72M 7RDX,1099.0,laptops,4,1,91217.0
MSI GL72M 7RDX,1099.0,laptops,1,9,91217.0
Asus ROG Strix...,1101.83,laptops,2,4,91451.89
Dell Latitude...,1102.66,laptops,1,8,91520.78000000001
Dell Latitude...,1110.14,laptops,3,4,92141.62000000001
Lenovo Legion...,1112.91,laptops,4,1,92371.53000000001
Toshiba Porteg...,1114.55,laptops,1,0,92507.65
Acer Predator...,1123.87,laptops,2,1,93281.20999999999
Acer Aspire 7...,1123.87,laptops,2,4,93281.20999999999
Dell Inspiron...,1124.2,laptops,3,10,93308.6
Dell Latitude...,1133.82,laptops,4,14,94107.06
Lenovo Legion...,1133.91,laptops,1,13,94114.53000000001
Asus AsusPro A...,1139.54,laptops,3,7,94581.81999999999
Acer Nitro 5 A...,1140.62,laptops,3,14,94671.45999999999
Dell Latitude...,1143.4,laptops,4,5,94902.20000000001
Dell Inspiron...,1144.2,laptops,1,2,94968.6
Dell Latitude...,1144.4,laptops,3,10,94985.20000000001
Lenovo Legion...,1149.0,laptops,3,11,95367.0
MSI GP62M 7RDX...,1149.0,laptops,1,11,95367.0
Lenovo Yoga 72...,1149.73,laptops,2,12,95427.59
Toshiba Porteg...,1154.04,laptops,1,7,95785.31999999999
Acer TravelMat...,1170.1,laptops,1,0,97118.29999999999
Dell Latitude...,1178.19,laptops,3,6,97789.77
ThinkPad T540p,1178.99,laptops,1,2,97856.17
MSI GS63 7RD S...,1179.0,laptops,1,2,97857.0
Dell Latitude...,1187.88,laptops,3,5,98594.04000000001
Acer Predator...,1187.98,laptops,3,14,98602.34
MSI GL62M 7REX,1199.0,laptops,1,7,99517.0
MSI GL62M 7REX...,1199.0,laptops,2,12,99517.0
Lenovo Yoga 91...,1199.73,laptops,3,7,99577.59
Toshiba Porteg...,1203.41,laptops,4,13,99883.03000000001
Lenovo IdeaPad...,1212.16,laptops,4,0,100609.28000000001
Acer Predator...,1221.58,laptops,1,9,101391.14
ThinkPad Yoga,1223.99,laptops,3,2,101591.17
Asus VivoBook...,1235.49,laptops,2,10,102545.67
Dell Latitude...,1238.37,laptops,2,0,102784.70999999999
Asus ZenBook U...,1239.2,laptops,1,14,102853.6
ThinkPad X230,1244.99,laptops,3,10,103334.17
Asus ROG Strix...,1259.0,laptops,4,7,104497.0
Apple MacBook...,1260.13,laptops,4,8,104590.79000000001
Dell Latitude...,1271.06,laptops,1,13,105497.98
Hewlett Packar...,1273.11,laptops,3,8,105668.12999999999
Dell XPS 13,1281.99,laptops,3,4,106405.17
Toshiba Porteg...,1294.74,laptops,1,6,107463.42
MSI GL62VR 7RF...,1299.0,laptops,3,1,107817.0
Dell Latitude...,1310.39,laptops,3,8,108762.37000000001
ThinkPad X240,1311.99,laptops,3,12,108895.17
Hewlett Packar...,1326.83,laptops,1,2,110126.89
Apple MacBook...,1333.0,laptops,1,0,110639.0
Dell Latitude...,1337.28,laptops,1,6,110994.23999999999
Dell Latitude...,1338.37,laptops,2,11,111084.70999999999
Dell Latitude...,1341.22,laptops,3,3,111321.26000000001
Apple MacBook...,1347.78,laptops,2,11,111865.73999999999
Lenovo ThinkPa...,1349.23,laptops,1,5,111986.09
Lenovo ThinkPa...,1362.24,laptops,2,12,113065.92
Toshiba Porteg...,1366.32,laptops,1,11,113404.56
Asus ASUSPRO B...,1381.13,laptops,1,4,114633.79000000001
Lenovo Legion...,1399.0,laptops,3,8,116117.0
Asus ROG Strix...,1399.0,laptops,3,10,116117.0
Asus ROG Strix...,1769.0,laptops,4,7,146827.0
Asus ROG Strix...,1769.0,laptops,1,8,146827.0
Asus ROG Strix...,1799.0,laptops,3,8,149317.0
Asus VivoBook...,295.99,laptops,3,14,24567.170000000002
Prestigio Smar...,299.0,laptops,2,8,24817.0
Prestigio Smar...,299.0,laptops,4,12,24817.0
Aspire E1-510,306.99,laptops,3,2,25480.170000000002
Lenovo V110-15...,321.94,laptops,3,5,26721.02
Lenovo V110-15...,356.49,laptops,2,6,29588.670000000002
Hewlett Packar...,364.46,laptops,1,12,30250.179999999997
Acer Aspire 3...,372.7,laptops,2,2,30934.1
Acer Aspire A3...,379.94,laptops,2,0,31535.02
Acer Aspire ES...,379.95,laptops,4,9,31535.85
Acer Aspire 3...,391.48,laptops,4,10,32492.84
Acer Aspire 3...,393.88,laptops,3,9,32692.04
Asus VivoBook...,399.0,laptops,1,4,33117.0
Asus VivoBook...,399.99,laptops,4,3,33199.17
Lenovo ThinkPa...,404.23,laptops,1,12,33551.090000000004
Acer Aspire 3...,408.98,laptops,4,10,33945.340000000004
Lenovo V110-15...,409.63,laptops,3,9,33999.29
Acer Aspire ES...,410.46,laptops,4,14,34068.18
Asus VivoBook...,410.66,laptops,4,4,34084.78
Packard 255 G2,416.99,laptops,2,2,34610.17
Asus EeeBook R...,433.3,laptops,1,1,35963.9
Acer Aspire 3...,436.29,laptops,1,1,36212.07
Acer Aspire ES...,436.29,laptops,1,2,36212.07
Acer Extensa 1...,439.73,laptops,4,6,36497.590000000004
Acer Aspire ES...,454.62,laptops,1,9,37733.46
Lenovo V110-15...,454.73,laptops,2,2,37742.590000000004
Acer Aspire A3...,457.38,laptops,3,9,37962.54
Lenovo V110-15...,465.95,laptops,1,7,38673.85
Asus VivoBook...,468.56,laptops,3,1,38890.48
Acer Aspire ES...,469.1,laptops,3,5,38935.3
Lenovo V510 Bl...,484.23,laptops,3,8,40191.090000000004
Acer Aspire ES...,485.9,laptops,3,6,40329.7
Lenovo V510 Bl...,487.8,laptops,2,9,40487.4
Acer Swift 1 S...,488.64,laptops,3,4,40557.119999999995
Dell Vostro 15,488.78,laptops,4,14,40568.74
Acer Aspire 3...,494.71,laptops,4,2,41060.93
Dell Vostro 15...,497.17,laptops,1,9,41265.11
Lenovo V510 Bl...,498.23,laptops,3,5,41353.090000000004
HP 250 G3,520.99,laptops,2,13,43242.17
Acer Spin 5,564.98,laptops,2,0,46893.340000000004
HP 350 G1,577.99,laptops,2,10,47973.17
Aspire E1-572G,581.99,laptops,1,2,48305.17
Pavilion,609.99,laptops,1,4,50629.17
Acer Aspire A5...,679.0,laptops,2,9,56357.0
Dell Inspiron...,679.0,laptops,2,7,56357.0
Asus VivoBook...,729.0,laptops,1,2,60507.0
ProBook,739.99,laptops,4,8,61419.17
Inspiron 15,745.99,laptops,3,12,61917.17
Asus ROG STRIX...,799.0,laptops,2,7,66317.0
Acer Nitro 5 A...,809.0,laptops,1,0,67147.0
